"","X1","X2","X3","X4","X5"
"146",-5.68,1.5843962343049e-14,8.46000330684462e-08,1.49662185010054e-05,0.000161141782156996
"147",-5.664,1.80984446305596e-14,9.05321558745367e-08,1.5678915474428e-05,0.00016715058361273
"148",-5.648,2.03529269180702e-14,9.64642786806273e-08,1.63916124478506e-05,0.000173159385068464
"149",-5.632,2.26074092055808e-14,1.02396401486718e-07,1.71043094212731e-05,0.000179168186524198
"150",-5.616,2.48618914930915e-14,1.08328524292808e-07,1.78170063946957e-05,0.000185176987979932
"151",-5.6,2.71163737806021e-14,1.14260647098899e-07,1.85297033681183e-05,0.000191185789435666
"152",-5.584,3.0956103997953e-14,1.22215021756397e-07,1.94039347265862e-05,0.00019823588786266
"153",-5.568,3.47958342153039e-14,1.30169396413894e-07,2.0278166085054e-05,0.000205285986289654
"154",-5.552,3.86355644326548e-14,1.38123771071392e-07,2.11523974435219e-05,0.000212336084716649
"155",-5.536,4.24752946500057e-14,1.46078145728889e-07,2.20266288019898e-05,0.000219386183143643
"156",-5.52,4.63150248673567e-14,1.54032520386387e-07,2.29008601604577e-05,0.000226436281570637
"157",-5.504,5.28410386960597e-14,1.64677609291874e-07,2.39712045703526e-05,0.000234692812180543
"158",-5.488,5.93670525247627e-14,1.75322698197362e-07,2.50415489802476e-05,0.000242949342790449
"159",-5.472,6.58930663534658e-14,1.85967787102849e-07,2.61118933901425e-05,0.000251205873400356
"160",-5.456,7.24190801821688e-14,1.96612876008337e-07,2.71822378000374e-05,0.000259462404010262
"161",-5.44,7.89450940108719e-14,2.07257964913824e-07,2.82525822099324e-05,0.000267718934620168
"162",-5.424,9.0013321635688e-14,2.21475748199473e-07,2.95605293577905e-05,0.000277370321224542
"163",-5.408,1.01081549260504e-13,2.35693531485122e-07,3.08684765056487e-05,0.000287021707828916
"164",-5.392,1.1214977688532e-13,2.49911314770772e-07,3.21764236535069e-05,0.000296673094433289
"165",-5.376,1.23218004510137e-13,2.64129098056421e-07,3.34843708013651e-05,0.000306324481037663
"166",-5.36,1.34286232134953e-13,2.7834688134207e-07,3.47923179492233e-05,0.000315975867642037
"167",-5.344,1.53018054265552e-13,2.97298467569322e-07,3.63875356534062e-05,0.000327236587389503
"168",-5.328,1.71749876396151e-13,3.16250053796575e-07,3.79827533575891e-05,0.000338497307136968
"169",-5.312,1.9048169852675e-13,3.35201640023827e-07,3.9577971061772e-05,0.000349758026884434
"170",-5.296,2.0921352065735e-13,3.54153226251079e-07,4.11731887659549e-05,0.0003610187466319
"171",-5.28,2.27945342787949e-13,3.73104812478332e-07,4.27684064701379e-05,0.000372279466379365
"172",-5.264,2.59578493828025e-13,3.98315330142565e-07,4.47102145114545e-05,0.000385393053041543
"173",-5.248,2.91211644868102e-13,4.23525847806798e-07,4.66520225527711e-05,0.000398506639703721
"174",-5.232,3.22844795908179e-13,4.48736365471031e-07,4.85938305940877e-05,0.0004116202263659
"175",-5.216,3.54477946948256e-13,4.73946883135265e-07,5.05356386354044e-05,0.000424733813028078
"176",-5.2,3.86111097988333e-13,4.99157400799498e-07,5.24774466767211e-05,0.000437847399690256
"177",-5.184,4.39414335484416e-13,5.32625544646422e-07,5.48365255141831e-05,0.000453089690627277
"178",-5.168,4.92717572980495e-13,5.6609368849334e-07,5.71956043516446e-05,0.000468331981564294
"179",-5.152,5.46020810476574e-13,5.99561832340259e-07,5.95546831891061e-05,0.000483574272501311
"180",-5.136,5.99324047972653e-13,6.33029976187177e-07,6.19137620265676e-05,0.000498816563438328
"181",-5.12,6.52627285468728e-13,6.66498120034091e-07,6.42728408640285e-05,0.00051405885437534
"182",-5.104,7.42246513957015e-13,7.10837129558087e-07,6.71332060515211e-05,0.000531741483303575
"183",-5.088,8.31865742445303e-13,7.55176139082084e-07,6.99935712390138e-05,0.000549424112231811
"184",-5.072,9.21484970933591e-13,7.99515148606081e-07,7.28539364265065e-05,0.000567106741160046
"185",-5.056,1.01110419942188e-12,8.43854158130077e-07,7.57143016139992e-05,0.000584789370088282
"186",-5.04,1.10072342791017e-12,8.88193167654075e-07,7.85746668014919e-05,0.000602471999016518
